instrument_code,price_source_code,price_ts,price_type,price,currency_code,is_eod_flag,source_system,source_ref,ingest_batch_id
EQ-BLK,BBG,2025-09-30T21:00:00Z,CLOSE,1153.799316,USD,true,SEED,PX00252,B2
EQ-BLK,BBG,2025-12-31T21:00:00Z,CLOSE,1064.414307,USD,true,SEED,PX00253,B2
EQ-BLK,BBG,2026-01-31T21:00:00Z,CLOSE,1112.745239,USD,true,SEED,PX00254,B2
EQ-BLK,BBG,2026-03-19T21:00:00Z,CLOSE,969.599976,USD,true,SEED,PX00255,B2
EQ-BLK,BBG,2026-03-20T21:00:00Z,CLOSE,957.909973,USD,true,SEED,PX00256,B2
EQ-AXP,BBG,2025-01-02T21:00:00Z,CLOSE,294.595001,USD,true,SEED,PX00257,B2
EQ-AXP,BBG,2025-03-31T21:00:00Z,CLOSE,266.21701,USD,true,SEED,PX00258,B2
EQ-AXP,BBG,2025-06-30T21:00:00Z,CLOSE,316.669098,USD,true,SEED,PX00259,B2
EQ-AXP,BBG,2025-09-30T21:00:00Z,CLOSE,330.586121,USD,true,SEED,PX00260,B2
EQ-AXP,BBG,2025-12-31T21:00:00Z,CLOSE,369.130005,USD,true,SEED,PX00261,B2
EQ-AXP,BBG,2026-01-31T21:00:00Z,CLOSE,352.170013,USD,true,SEED,PX00262,B2
EQ-AXP,BBG,2026-03-19T21:00:00Z,CLOSE,294.929993,USD,true,SEED,PX00263,B2
EQ-AXP,BBG,2026-03-20T21:00:00Z,CLOSE,295.5,USD,true,SEED,PX00264,B2
EQ-V,BBG,2025-01-02T21:00:00Z,CLOSE,311.540253,USD,true,SEED,PX00265,B2
EQ-V,BBG,2025-03-31T21:00:00Z,CLOSE,347.856628,USD,true,SEED,PX00266,B2
EQ-V,BBG,2025-06-30T21:00:00Z,CLOSE,352.997772,USD,true,SEED,PX00267,B2
EQ-V,BBG,2025-09-30T21:00:00Z,CLOSE,340.004028,USD,true,SEED,PX00268,B2
EQ-V,BBG,2025-12-31T21:00:00Z,CLOSE,349.988281,USD,true,SEED,PX00269,B2
EQ-V,BBG,2026-01-31T21:00:00Z,CLOSE,321.167694,USD,true,SEED,PX00270,B2
EQ-V,BBG,2026-03-19T21:00:00Z,CLOSE,299.709991,USD,true,SEED,PX00271,B2
EQ-V,BBG,2026-03-20T21:00:00Z,CLOSE,301.619995,USD,true,SEED,PX00272,B2
EQ-MA,BBG,2025-01-02T21:00:00Z,CLOSE,518.636658,USD,true,SEED,PX00273,B2
EQ-MA,BBG,2025-03-31T21:00:00Z,CLOSE,544.973389,USD,true,SEED,PX00274,B2
EQ-MA,BBG,2025-06-30T21:00:00Z,CLOSE,559.60022,USD,true,SEED,PX00275,B2
EQ-MA,BBG,2025-09-30T21:00:00Z,CLOSE,567.208069,USD,true,SEED,PX00276,B2
EQ-MA,BBG,2025-12-31T21:00:00Z,CLOSE,570.023804,USD,true,SEED,PX00277,B2
EQ-MA,BBG,2026-01-31T21:00:00Z,CLOSE,538.789978,USD,true,SEED,PX00278,B2
EQ-MA,BBG,2026-03-19T21:00:00Z,CLOSE,491.140015,USD,true,SEED,PX00279,B2
EQ-MA,BBG,2026-03-20T21:00:00Z,CLOSE,496.320007,USD,true,SEED,PX00280,B2
EQ-COF,BBG,2025-01-02T21:00:00Z,CLOSE,175.78688,USD,true,SEED,PX00281,B2
EQ-COF,BBG,2025-03-31T21:00:00Z,CLOSE,176.892242,USD,true,SEED,PX00282,B2
EQ-COF,BBG,2025-06-30T21:00:00Z,CLOSE,210.572952,USD,true,SEED,PX00283,B2
EQ-COF,BBG,2025-09-30T21:00:00Z,CLOSE,210.967361,USD,true,SEED,PX00284,B2
EQ-COF,BBG,2025-12-31T21:00:00Z,CLOSE,241.436188,USD,true,SEED,PX00285,B2
EQ-COF,BBG,2026-01-31T21:00:00Z,CLOSE,218.09549,USD,true,SEED,PX00286,B2
EQ-COF,BBG,2026-03-19T21:00:00Z,CLOSE,179.729996,USD,true,SEED,PX00287,B2
EQ-COF,BBG,2026-03-20T21:00:00Z,CLOSE,181.460007,USD,true,SEED,PX00288,B2
EQ-USB,BBG,2025-01-02T21:00:00Z,CLOSE,45.837357,USD,true,SEED,PX00289,B2
EQ-USB,BBG,2025-03-31T21:00:00Z,CLOSE,40.919857,USD,true,SEED,PX00290,B2
EQ-USB,BBG,2025-06-30T21:00:00Z,CLOSE,44.341042,USD,true,SEED,PX00291,B2
EQ-USB,BBG,2025-09-30T21:00:00Z,CLOSE,47.86726,USD,true,SEED,PX00292,B2
EQ-USB,BBG,2025-12-31T21:00:00Z,CLOSE,53.360001,USD,true,SEED,PX00293,B2
EQ-USB,BBG,2026-01-31T21:00:00Z,CLOSE,56.110001,USD,true,SEED,PX00294,B2
EQ-USB,BBG,2026-03-19T21:00:00Z,CLOSE,51.299999,USD,true,SEED,PX00295,B2
EQ-USB,BBG,2026-03-20T21:00:00Z,CLOSE,51.25,USD,true,SEED,PX00296,B2
EQ-SCHW,BBG,2025-01-02T21:00:00Z,CLOSE,72.701088,USD,true,SEED,PX00297,B2
EQ-SCHW,BBG,2025-03-31T21:00:00Z,CLOSE,77.328568,USD,true,SEED,PX00298,B2
EQ-SCHW,BBG,2025-06-30T21:00:00Z,CLOSE,90.420403,USD,true,SEED,PX00299,B2
EQ-SCHW,BBG,2025-09-30T21:00:00Z,CLOSE,94.879288,USD,true,SEED,PX00300,B2
EQ-SCHW,BBG,2025-12-31T21:00:00Z,CLOSE,99.573746,USD,true,SEED,PX00301,B2
EQ-SCHW,BBG,2026-01-31T21:00:00Z,CLOSE,103.570244,USD,true,SEED,PX00302,B2
EQ-SCHW,BBG,2026-03-19T21:00:00Z,CLOSE,93.989998,USD,true,SEED,PX00303,B2
EQ-SCHW,BBG,2026-03-20T21:00:00Z,CLOSE,94.660004,USD,true,SEED,PX00304,B2
EQ-CB,BBG,2025-01-02T21:00:00Z,CLOSE,269.952759,USD,true,SEED,PX00305,B2
EQ-CB,BBG,2025-03-31T21:00:00Z,CLOSE,300.091522,USD,true,SEED,PX00306,B2
EQ-CB,BBG,2025-06-30T21:00:00Z,CLOSE,288.867249,USD,true,SEED,PX00307,B2
EQ-CB,BBG,2025-09-30T21:00:00Z,CLOSE,281.41925,USD,true,SEED,PX00308,B2
EQ-CB,BBG,2025-12-31T21:00:00Z,CLOSE,311.201324,USD,true,SEED,PX00309,B2
EQ-CB,BBG,2026-01-31T21:00:00Z,CLOSE,308.648865,USD,true,SEED,PX00310,B2
EQ-CB,BBG,2026-03-19T21:00:00Z,CLOSE,323.640015,USD,true,SEED,PX00311,B2
EQ-CB,BBG,2026-03-20T21:00:00Z,CLOSE,322.579987,USD,true,SEED,PX00312,B2
EQ-PGR,BBG,2025-01-02T21:00:00Z,CLOSE,221.749664,USD,true,SEED,PX00313,B2
EQ-PGR,BBG,2025-03-31T21:00:00Z,CLOSE,265.802216,USD,true,SEED,PX00314,B2
EQ-PGR,BBG,2025-06-30T21:00:00Z,CLOSE,250.723343,USD,true,SEED,PX00315,B2
EQ-PGR,BBG,2025-09-30T21:00:00Z,CLOSE,232.10733,USD,true,SEED,PX00316,B2
EQ-PGR,BBG,2025-12-31T21:00:00Z,CLOSE,214.119995,USD,true,SEED,PX00317,B2
EQ-PGR,BBG,2026-01-31T21:00:00Z,CLOSE,208.0,USD,true,SEED,PX00318,B2
EQ-PGR,BBG,2026-03-19T21:00:00Z,CLOSE,202.679993,USD,true,SEED,PX00319,B2
EQ-PGR,BBG,2026-03-20T21:00:00Z,CLOSE,206.0,USD,true,SEED,PX00320,B2
EQ-JNJ,BBG,2025-01-02T21:00:00Z,CLOSE,139.003418,USD,true,SEED,PX00321,B2
EQ-JNJ,BBG,2025-03-31T21:00:00Z,CLOSE,161.34462,USD,true,SEED,PX00322,B2
EQ-JNJ,BBG,2025-06-30T21:00:00Z,CLOSE,149.883469,USD,true,SEED,PX00323,B2
EQ-JNJ,BBG,2025-09-30T21:00:00Z,CLOSE,183.275833,USD,true,SEED,PX00324,B2
EQ-JNJ,BBG,2025-12-31T21:00:00Z,CLOSE,205.855652,USD,true,SEED,PX00325,B2
EQ-JNJ,BBG,2026-01-31T21:00:00Z,CLOSE,226.048294,USD,true,SEED,PX00326,B2
EQ-JNJ,BBG,2026-03-19T21:00:00Z,CLOSE,237.600006,USD,true,SEED,PX00327,B2
EQ-JNJ,BBG,2026-03-20T21:00:00Z,CLOSE,235.369995,USD,true,SEED,PX00328,B2
EQ-UNH,BBG,2025-01-02T21:00:00Z,CLOSE,488.585785,USD,true,SEED,PX00329,B2
EQ-UNH,BBG,2025-03-31T21:00:00Z,CLOSE,509.386169,USD,true,SEED,PX00330,B2
EQ-UNH,BBG,2025-06-30T21:00:00Z,CLOSE,305.568115,USD,true,SEED,PX00331,B2
EQ-UNH,BBG,2025-09-30T21:00:00Z,CLOSE,340.3479,USD,true,SEED,PX00332,B2
EQ-UNH,BBG,2025-12-31T21:00:00Z,CLOSE,327.563416,USD,true,SEED,PX00333,B2
EQ-UNH,BBG,2026-01-31T21:00:00Z,CLOSE,284.716522,USD,true,SEED,PX00334,B2
EQ-UNH,BBG,2026-03-19T21:00:00Z,CLOSE,280.440002,USD,true,SEED,PX00335,B2
EQ-UNH,BBG,2026-03-20T21:00:00Z,CLOSE,275.589996,USD,true,SEED,PX00336,B2
EQ-PFE,BBG,2025-01-02T21:00:00Z,CLOSE,24.405708,USD,true,SEED,PX00337,B2
EQ-PFE,BBG,2025-03-31T21:00:00Z,CLOSE,23.62513,USD,true,SEED,PX00338,B2
EQ-PFE,BBG,2025-06-30T21:00:00Z,CLOSE,23.030708,USD,true,SEED,PX00339,B2
EQ-PFE,BBG,2025-09-30T21:00:00Z,CLOSE,24.626577,USD,true,SEED,PX00340,B2
EQ-PFE,BBG,2025-12-31T21:00:00Z,CLOSE,24.489771,USD,true,SEED,PX00341,B2
EQ-PFE,BBG,2026-01-31T21:00:00Z,CLOSE,26.440001,USD,true,SEED,PX00342,B2
EQ-PFE,BBG,2026-03-19T21:00:00Z,CLOSE,27.41,USD,true,SEED,PX00343,B2
EQ-PFE,BBG,2026-03-20T21:00:00Z,CLOSE,26.969999,USD,true,SEED,PX00344,B2
EQ-MRK,BBG,2025-01-02T21:00:00Z,CLOSE,94.874153,USD,true,SEED,PX00345,B2
EQ-MRK,BBG,2025-03-31T21:00:00Z,CLOSE,86.613625,USD,true,SEED,PX00346,B2
EQ-MRK,BBG,2025-06-30T21:00:00Z,CLOSE,77.149994,USD,true,SEED,PX00347,B2
EQ-MRK,BBG,2025-09-30T21:00:00Z,CLOSE,82.60688,USD,true,SEED,PX00348,B2
EQ-MRK,BBG,2025-12-31T21:00:00Z,CLOSE,104.486099,USD,true,SEED,PX00349,B2
EQ-MRK,BBG,2026-01-31T21:00:00Z,CLOSE,109.459259,USD,true,SEED,PX00350,B2
EQ-MRK,BBG,2026-03-19T21:00:00Z,CLOSE,114.199997,USD,true,SEED,PX00351,B2
EQ-MRK,BBG,2026-03-20T21:00:00Z,CLOSE,114.18,USD,true,SEED,PX00352,B2
EQ-LLY,BBG,2025-01-02T21:00:00Z,CLOSE,771.022644,USD,true,SEED,PX00353,B2
EQ-LLY,BBG,2025-03-31T21:00:00Z,CLOSE,819.839783,USD,true,SEED,PX00354,B2
EQ-LLY,BBG,2025-06-30T21:00:00Z,CLOSE,775.386841,USD,true,SEED,PX00355,B2
EQ-LLY,BBG,2025-09-30T21:00:00Z,CLOSE,760.611633,USD,true,SEED,PX00356,B2
EQ-LLY,BBG,2025-12-31T21:00:00Z,CLOSE,1072.889404,USD,true,SEED,PX00357,B2
EQ-LLY,BBG,2026-01-31T21:00:00Z,CLOSE,1035.421875,USD,true,SEED,PX00358,B2
EQ-LLY,BBG,2026-03-19T21:00:00Z,CLOSE,917.5,USD,true,SEED,PX00359,B2
EQ-LLY,BBG,2026-03-20T21:00:00Z,CLOSE,906.700012,USD,true,SEED,PX00360,B2
EQ-ABBV,BBG,2025-01-02T21:00:00Z,CLOSE,171.993912,USD,true,SEED,PX00361,B2
EQ-ABBV,BBG,2025-03-31T21:00:00Z,CLOSE,202.719528,USD,true,SEED,PX00362,B2
EQ-ABBV,BBG,2025-06-30T21:00:00Z,CLOSE,181.25499,USD,true,SEED,PX00363,B2
EQ-ABBV,BBG,2025-09-30T21:00:00Z,CLOSE,228.047913,USD,true,SEED,PX00364,B2
EQ-ABBV,BBG,2025-12-31T21:00:00Z,CLOSE,226.666306,USD,true,SEED,PX00365,B2
EQ-ABBV,BBG,2026-01-31T21:00:00Z,CLOSE,223.009995,USD,true,SEED,PX00366,B2
EQ-ABBV,BBG,2026-03-19T21:00:00Z,CLOSE,206.229996,USD,true,SEED,PX00367,B2
EQ-ABBV,BBG,2026-03-20T21:00:00Z,CLOSE,205.070007,USD,true,SEED,PX00368,B2
EQ-BMY,BBG,2025-01-02T21:00:00Z,CLOSE,53.468914,USD,true,SEED,PX00369,B2
EQ-BMY,BBG,2025-03-31T21:00:00Z,CLOSE,58.057137,USD,true,SEED,PX00370,B2
EQ-BMY,BBG,2025-06-30T21:00:00Z,CLOSE,44.541641,USD,true,SEED,PX00371,B2
EQ-BMY,BBG,2025-09-30T21:00:00Z,CLOSE,43.968929,USD,true,SEED,PX00372,B2
EQ-BMY,BBG,2025-12-31T21:00:00Z,CLOSE,53.309998,USD,true,SEED,PX00373,B2
EQ-BMY,BBG,2026-01-31T21:00:00Z,CLOSE,55.049999,USD,true,SEED,PX00374,B2
EQ-BMY,BBG,2026-03-19T21:00:00Z,CLOSE,58.110001,USD,true,SEED,PX00375,B2
EQ-BMY,BBG,2026-03-20T21:00:00Z,CLOSE,57.48,USD,true,SEED,PX00376,B2
EQ-TMO,BBG,2025-01-02T21:00:00Z,CLOSE,520.214294,USD,true,SEED,PX00377,B2
EQ-TMO,BBG,2025-03-31T21:00:00Z,CLOSE,495.775696,USD,true,SEED,PX00378,B2
EQ-TMO,BBG,2025-06-30T21:00:00Z,CLOSE,404.392181,USD,true,SEED,PX00379,B2
EQ-TMO,BBG,2025-09-30T21:00:00Z,CLOSE,484.17688,USD,true,SEED,PX00380,B2
EQ-TMO,BBG,2025-12-31T21:00:00Z,CLOSE,578.877747,USD,true,SEED,PX00381,B2
EQ-TMO,BBG,2026-01-31T21:00:00Z,CLOSE,578.038513,USD,true,SEED,PX00382,B2
EQ-TMO,BBG,2026-03-19T21:00:00Z,CLOSE,470.209991,USD,true,SEED,PX00383,B2
EQ-TMO,BBG,2026-03-20T21:00:00Z,CLOSE,474.390015,USD,true,SEED,PX00384,B2
EQ-ABT,BBG,2025-01-02T21:00:00Z,CLOSE,110.769363,USD,true,SEED,PX00385,B2
EQ-ABT,BBG,2025-03-31T21:00:00Z,CLOSE,130.206833,USD,true,SEED,PX00386,B2
EQ-ABT,BBG,2025-06-30T21:00:00Z,CLOSE,134.123367,USD,true,SEED,PX00387,B2
EQ-ABT,BBG,2025-09-30T21:00:00Z,CLOSE,132.674973,USD,true,SEED,PX00388,B2
EQ-ABT,BBG,2025-12-31T21:00:00Z,CLOSE,124.658539,USD,true,SEED,PX00389,B2
EQ-ABT,BBG,2026-01-31T21:00:00Z,CLOSE,109.300003,USD,true,SEED,PX00390,B2
EQ-ABT,BBG,2026-03-19T21:00:00Z,CLOSE,107.190002,USD,true,SEED,PX00391,B2
EQ-ABT,BBG,2026-03-20T21:00:00Z,CLOSE,105.459999,USD,true,SEED,PX00392,B2
EQ-AMGN,BBG,2025-01-02T21:00:00Z,CLOSE,249.378433,USD,true,SEED,PX00393,B2
EQ-AMGN,BBG,2025-03-31T21:00:00Z,CLOSE,302.073181,USD,true,SEED,PX00394,B2
EQ-AMGN,BBG,2025-06-30T21:00:00Z,CLOSE,273.109344,USD,true,SEED,PX00395,B2
EQ-AMGN,BBG,2025-09-30T21:00:00Z,CLOSE,278.273315,USD,true,SEED,PX00396,B2
EQ-AMGN,BBG,2025-12-31T21:00:00Z,CLOSE,325.057617,USD,true,SEED,PX00397,B2
EQ-AMGN,BBG,2026-01-31T21:00:00Z,CLOSE,339.527374,USD,true,SEED,PX00398,B2
EQ-AMGN,BBG,2026-03-19T21:00:00Z,CLOSE,349.920013,USD,true,SEED,PX00399,B2
EQ-AMGN,BBG,2026-03-20T21:00:00Z,CLOSE,347.799988,USD,true,SEED,PX00400,B2
EQ-GILD,BBG,2025-01-02T21:00:00Z,CLOSE,88.87648,USD,true,SEED,PX00401,B2
EQ-GILD,BBG,2025-03-31T21:00:00Z,CLOSE,109.147842,USD,true,SEED,PX00402,B2
EQ-GILD,BBG,2025-06-30T21:00:00Z,CLOSE,108.765236,USD,true,SEED,PX00403,B2
EQ-GILD,BBG,2025-09-30T21:00:00Z,CLOSE,109.648972,USD,true,SEED,PX00404,B2
EQ-GILD,BBG,2025-12-31T21:00:00Z,CLOSE,122.046883,USD,true,SEED,PX00405,B2
EQ-GILD,BBG,2026-01-31T21:00:00Z,CLOSE,141.148407,USD,true,SEED,PX00406,B2
EQ-GILD,BBG,2026-03-19T21:00:00Z,CLOSE,141.110001,USD,true,SEED,PX00407,B2
EQ-GILD,BBG,2026-03-20T21:00:00Z,CLOSE,137.210007,USD,true,SEED,PX00408,B2
EQ-ISRG,BBG,2025-01-02T21:00:00Z,CLOSE,524.030029,USD,true,SEED,PX00409,B2
EQ-ISRG,BBG,2025-03-31T21:00:00Z,CLOSE,495.269989,USD,true,SEED,PX00410,B2
EQ-ISRG,BBG,2025-06-30T21:00:00Z,CLOSE,543.409973,USD,true,SEED,PX00411,B2
EQ-ISRG,BBG,2025-09-30T21:00:00Z,CLOSE,447.230011,USD,true,SEED,PX00412,B2
EQ-ISRG,BBG,2025-12-31T21:00:00Z,CLOSE,566.359985,USD,true,SEED,PX00413,B2
EQ-ISRG,BBG,2026-01-31T21:00:00Z,CLOSE,504.220001,USD,true,SEED,PX00414,B2
EQ-ISRG,BBG,2026-03-19T21:00:00Z,CLOSE,479.929993,USD,true,SEED,PX00415,B2
EQ-ISRG,BBG,2026-03-20T21:00:00Z,CLOSE,477.970001,USD,true,SEED,PX00416,B2
EQ-HD,BBG,2025-01-02T21:00:00Z,CLOSE,376.493683,USD,true,SEED,PX00417,B2
EQ-HD,BBG,2025-03-31T21:00:00Z,CLOSE,357.454529,USD,true,SEED,PX00418,B2
EQ-HD,BBG,2025-06-30T21:00:00Z,CLOSE,359.823212,USD,true,SEED,PX00419,B2
EQ-HD,BBG,2025-09-30T21:00:00Z,CLOSE,399.912506,USD,true,SEED,PX00420,B2
EQ-HD,BBG,2025-12-31T21:00:00Z,CLOSE,341.814758,USD,true,SEED,PX00421,B2
EQ-HD,BBG,2026-01-31T21:00:00Z,CLOSE,372.102264,USD,true,SEED,PX00422,B2
EQ-HD,BBG,2026-03-19T21:00:00Z,CLOSE,328.209991,USD,true,SEED,PX00423,B2
EQ-HD,BBG,2026-03-20T21:00:00Z,CLOSE,320.75,USD,true,SEED,PX00424,B2
EQ-MCD,BBG,2025-01-02T21:00:00Z,CLOSE,284.254913,USD,true,SEED,PX00425,B2
EQ-MCD,BBG,2025-03-31T21:00:00Z,CLOSE,305.307068,USD,true,SEED,PX00426,B2
EQ-MCD,BBG,2025-06-30T21:00:00Z,CLOSE,287.183411,USD,true,SEED,PX00427,B2
EQ-MCD,BBG,2025-09-30T21:00:00Z,CLOSE,300.3992,USD,true,SEED,PX00428,B2
EQ-MCD,BBG,2025-12-31T21:00:00Z,CLOSE,303.932159,USD,true,SEED,PX00429,B2
EQ-MCD,BBG,2026-01-31T21:00:00Z,CLOSE,313.250122,USD,true,SEED,PX00430,B2
EQ-MCD,BBG,2026-03-19T21:00:00Z,CLOSE,309.579987,USD,true,SEED,PX00431,B2
EQ-MCD,BBG,2026-03-20T21:00:00Z,CLOSE,308.850006,USD,true,SEED,PX00432,B2
EQ-NKE,BBG,2025-01-02T21:00:00Z,CLOSE,71.504501,USD,true,SEED,PX00433,B2
EQ-NKE,BBG,2025-03-31T21:00:00Z,CLOSE,61.925884,USD,true,SEED,PX00434,B2
EQ-NKE,BBG,2025-06-30T21:00:00Z,CLOSE,69.761353,USD,true,SEED,PX00435,B2
EQ-NKE,BBG,2025-09-30T21:00:00Z,CLOSE,68.83078,USD,true,SEED,PX00436,B2
EQ-NKE,BBG,2025-12-31T21:00:00Z,CLOSE,63.289909,USD,true,SEED,PX00437,B2
EQ-NKE,BBG,2026-01-31T21:00:00Z,CLOSE,61.402439,USD,true,SEED,PX00438,B2
EQ-NKE,BBG,2026-03-19T21:00:00Z,CLOSE,53.439999,USD,true,SEED,PX00439,B2
EQ-NKE,BBG,2026-03-20T21:00:00Z,CLOSE,52.369999,USD,true,SEED,PX00440,B2
EQ-SBUX,BBG,2025-01-02T21:00:00Z,CLOSE,89.210922,USD,true,SEED,PX00441,B2
EQ-SBUX,BBG,2025-03-31T21:00:00Z,CLOSE,95.456154,USD,true,SEED,PX00442,B2
EQ-SBUX,BBG,2025-06-30T21:00:00Z,CLOSE,89.797348,USD,true,SEED,PX00443,B2
EQ-SBUX,BBG,2025-09-30T21:00:00Z,CLOSE,83.455002,USD,true,SEED,PX00444,B2
EQ-SBUX,BBG,2025-12-31T21:00:00Z,CLOSE,83.67041,USD,true,SEED,PX00445,B2
EQ-SBUX,BBG,2026-01-31T21:00:00Z,CLOSE,91.360817,USD,true,SEED,PX00446,B2
EQ-SBUX,BBG,2026-03-19T21:00:00Z,CLOSE,95.830002,USD,true,SEED,PX00447,B2
EQ-SBUX,BBG,2026-03-20T21:00:00Z,CLOSE,92.550003,USD,true,SEED,PX00448,B2
EQ-TGT,BBG,2025-01-02T21:00:00Z,CLOSE,130.070435,USD,true,SEED,PX00449,B2
EQ-TGT,BBG,2025-03-31T21:00:00Z,CLOSE,99.787971,USD,true,SEED,PX00450,B2
EQ-TGT,BBG,2025-06-30T21:00:00Z,CLOSE,95.406494,USD,true,SEED,PX00451,B2
EQ-TGT,BBG,2025-09-30T21:00:00Z,CLOSE,87.691536,USD,true,SEED,PX00452,B2
EQ-TGT,BBG,2025-12-31T21:00:00Z,CLOSE,96.765854,USD,true,SEED,PX00453,B2
EQ-TGT,BBG,2026-01-31T21:00:00Z,CLOSE,104.408127,USD,true,SEED,PX00454,B2
EQ-TGT,BBG,2026-03-19T21:00:00Z,CLOSE,114.470001,USD,true,SEED,PX00455,B2
EQ-TGT,BBG,2026-03-20T21:00:00Z,CLOSE,113.260002,USD,true,SEED,PX00456,B2
EQ-COST,BBG,2025-01-02T21:00:00Z,CLOSE,903.852295,USD,true,SEED,PX00457,B2
EQ-COST,BBG,2025-03-31T21:00:00Z,CLOSE,940.625,USD,true,SEED,PX00458,B2
EQ-COST,BBG,2025-06-30T21:00:00Z,CLOSE,985.827026,USD,true,SEED,PX00459,B2
EQ-COST,BBG,2025-09-30T21:00:00Z,CLOSE,923.061279,USD,true,SEED,PX00460,B2
EQ-COST,BBG,2025-12-31T21:00:00Z,CLOSE,861.163574,USD,true,SEED,PX00461,B2
EQ-COST,BBG,2026-01-31T21:00:00Z,CLOSE,940.25,USD,true,SEED,PX00462,B2
EQ-COST,BBG,2026-03-19T21:00:00Z,CLOSE,974.780029,USD,true,SEED,PX00463,B2
EQ-COST,BBG,2026-03-20T21:00:00Z,CLOSE,972.330017,USD,true,SEED,PX00464,B2
EQ-LOW,BBG,2025-01-02T21:00:00Z,CLOSE,241.047592,USD,true,SEED,PX00465,B2
EQ-LOW,BBG,2025-03-31T21:00:00Z,CLOSE,228.622437,USD,true,SEED,PX00466,B2
EQ-LOW,BBG,2025-06-30T21:00:00Z,CLOSE,218.634567,USD,true,SEED,PX00467,B2
EQ-LOW,BBG,2025-09-30T21:00:00Z,CLOSE,248.962341,USD,true,SEED,PX00468,B2
EQ-LOW,BBG,2025-12-31T21:00:00Z,CLOSE,240.081787,USD,true,SEED,PX00469,B2
EQ-LOW,BBG,2026-01-31T21:00:00Z,CLOSE,267.059998,USD,true,SEED,PX00470,B2
EQ-LOW,BBG,2026-03-19T21:00:00Z,CLOSE,229.710007,USD,true,SEED,PX00471,B2
EQ-LOW,BBG,2026-03-20T21:00:00Z,CLOSE,224.630005,USD,true,SEED,PX00472,B2
EQ-BKNG,BBG,2025-01-02T21:00:00Z,CLOSE,4877.836426,USD,true,SEED,PX00473,B2
EQ-BKNG,BBG,2025-03-31T21:00:00Z,CLOSE,4571.869629,USD,true,SEED,PX00474,B2
EQ-BKNG,BBG,2025-06-30T21:00:00Z,CLOSE,5755.125488,USD,true,SEED,PX00475,B2
EQ-BKNG,BBG,2025-09-30T21:00:00Z,CLOSE,5376.693848,USD,true,SEED,PX00476,B2
EQ-BKNG,BBG,2025-12-31T21:00:00Z,CLOSE,5343.141113,USD,true,SEED,PX00477,B2
EQ-BKNG,BBG,2026-01-31T21:00:00Z,CLOSE,4990.455566,USD,true,SEED,PX00478,B2
EQ-BKNG,BBG,2026-03-19T21:00:00Z,CLOSE,4294.290039,USD,true,SEED,PX00479,B2
EQ-BKNG,BBG,2026-03-20T21:00:00Z,CLOSE,4324.040039,USD,true,SEED,PX00480,B2
EQ-KO,BBG,2025-01-02T21:00:00Z,CLOSE,59.657597,USD,true,SEED,PX00481,B2
EQ-KO,BBG,2025-03-31T21:00:00Z,CLOSE,69.602325,USD,true,SEED,PX00482,B2
EQ-KO,BBG,2025-06-30T21:00:00Z,CLOSE,69.245682,USD,true,SEED,PX00483,B2
EQ-KO,BBG,2025-09-30T21:00:00Z,CLOSE,65.407684,USD,true,SEED,PX00484,B2
EQ-KO,BBG,2025-12-31T21:00:00Z,CLOSE,69.432587,USD,true,SEED,PX00485,B2
EQ-KO,BBG,2026-01-31T21:00:00Z,CLOSE,74.299118,USD,true,SEED,PX00486,B2
EQ-KO,BBG,2026-03-19T21:00:00Z,CLOSE,75.550003,USD,true,SEED,PX00487,B2
EQ-KO,BBG,2026-03-20T21:00:00Z,CLOSE,74.75,USD,true,SEED,PX00488,B2
EQ-PEP,BBG,2025-01-02T21:00:00Z,CLOSE,143.159073,USD,true,SEED,PX00489,B2
EQ-PEP,BBG,2025-03-31T21:00:00Z,CLOSE,144.165192,USD,true,SEED,PX00490,B2
EQ-PEP,BBG,2025-06-30T21:00:00Z,CLOSE,128.34761,USD,true,SEED,PX00491,B2
EQ-PEP,BBG,2025-09-30T21:00:00Z,CLOSE,137.848129,USD,true,SEED,PX00492,B2
EQ-PEP,BBG,2025-12-31T21:00:00Z,CLOSE,142.24913,USD,true,SEED,PX00493,B2
EQ-PEP,BBG,2026-01-31T21:00:00Z,CLOSE,152.269608,USD,true,SEED,PX00494,B2
EQ-PEP,BBG,2026-03-19T21:00:00Z,CLOSE,152.740005,USD,true,SEED,PX00495,B2
EQ-PEP,BBG,2026-03-20T21:00:00Z,CLOSE,150.039993,USD,true,SEED,PX00496,B2
EQ-WMT,BBG,2025-01-02T21:00:00Z,CLOSE,89.146683,USD,true,SEED,PX00497,B2
EQ-WMT,BBG,2025-03-31T21:00:00Z,CLOSE,87.196434,USD,true,SEED,PX00498,B2
EQ-WMT,BBG,2025-06-30T21:00:00Z,CLOSE,97.353706,USD,true,SEED,PX00499,B2
EQ-WMT,BBG,2025-09-30T21:00:00Z,CLOSE,102.850342,USD,true,SEED,PX00500,B2
EQ-WMT,BBG,2025-12-31T21:00:00Z,CLOSE,111.410004,USD,true,SEED,PX00501,B2
EQ-WMT,BBG,2026-01-31T21:00:00Z,CLOSE,119.139999,USD,true,SEED,PX00502,B2
EQ-WMT,BBG,2026-03-19T21:00:00Z,CLOSE,121.089996,USD,true,SEED,PX00503,B2
EQ-WMT,BBG,2026-03-20T21:00:00Z,CLOSE,119.019997,USD,true,SEED,PX00504,B2
